id,url,title,date,origin,kind1,kind2,kind3,kind4,kind5,kind6,kind7,kind8,kind9,kind10,kind11
20874574,http://jhsjk.people.cn/article/20874574,习近平就孟加拉国总统拉赫曼逝世向孟加拉国代总统致唁电,2013-3-22 0:00,人民网－人民日报,函电,,,,,,,,,,
20876619,http://jhsjk.people.cn/article/20876619,国家主席习近平今起访俄及非洲三国 新春新旅谋新篇,2013-3-22 0:00,人民网-时政频道,出访,,,,,,,,,,
20878209,http://jhsjk.people.cn/article/20878209,习近平离京对俄罗斯等四国进行国事访问,2013-3-22 0:00,新华网,出访,,,,,,,,,,
20885851,http://jhsjk.people.cn/article/20885851,国家主席习近平抵达莫斯科 开始对俄罗斯进行国事访问,2013-3-22 0:00,新华网,出访,,,,,,,,,,
20886339,http://jhsjk.people.cn/article/20886339,习近平抵达莫斯科 开始对俄罗斯进行国事访问,2013-3-22 0:00,新华网,出访,,,,,,,,,,
20886792,http://jhsjk.people.cn/article/20886792,习近平抵达莫斯科开始对俄罗斯进行国事访问,2013-3-22 0:00,新华网,出访,,,,,,,,,,
20887049,http://jhsjk.people.cn/article/20887049,习近平抵达莫斯科开始对俄罗斯进行国事访问,2013-3-22 0:00,新华网,出访,,,,,,,,,,
20887237,http://jhsjk.people.cn/article/20887237,习近平同俄罗斯总统普京举行会谈,2013-3-22 0:00,新华网,出访,,,,,,,,,,
20889260,http://jhsjk.people.cn/article/20889260,习近平同俄罗斯总统普京举行会谈,2013-3-23 0:00,新华社,出访,,,,,,,,,,
20889343,http://jhsjk.people.cn/article/20889343,习近平和普京共同出席俄罗斯“中国旅游年”开幕式,2013-3-23 0:00,新华网,出访,,,,,,,,,,
